COD_MUNICIPIO,COD_UNICO_ENDERECO,ID_QUADRA,ID_FACE,NOM_LOGRADOURO,NUM_ENDERECO,LATITUDE,LONGITUDE
4104501,01.04.002.12.0290.0700,01.04.002.12.0290,0,"RUA ANAJÉ",1298,-25.679057,-53.7891318
4104501,01.04.002.12.0290.0600,01.04.002.12.0290,0,"RUA ANAJÉ",1314,-25.679057,-53.7891318
4104501,01.04.002.12.0290.0500,01.04.002.12.0290,0,"RUA ANAJÉ",1320,-25.679057,-53.7891318
4104501,01.04.002.12.0290.0400,01.04.002.12.0290,0,"RUA ANAJÉ",1336,-25.679057,-53.7891318
4104501,01.04.002.12.0291.1000,01.04.002.12.0291,0,"RUA ANAJÉ",1267,-25.679057,-53.7891318
4104501,01.04.002.12.0291.1100,01.04.002.12.0291,0,"RUA ANAJÉ",1283,-25.679057,-53.7891318
4104501,01.04.002.12.0291.1200,01.04.002.12.0291,0,"RUA ANAJÉ",1295,-25.679057,-53.7891318
4104501,01.04.002.12.0291.1300,01.04.002.12.0291,0,"RUA ANAJÉ",1313,-25.679057,-53.7891318
4104501,01.04.002.12.0291.1400,01.04.002.12.0291,0,"RUA ANAJÉ",1321,-25.679057,-53.7891318
4104501,01.04.002.12.0285.0900,01.04.002.12.0285,0,"RUA ARARUNA",1126,-25.6787679,-53.7902704
4104501,01.04.002.12.0285.0800,01.04.002.12.0285,0,"RUA ARARUNA",1142,-25.6787679,-53.7902704
4104501,01.04.002.12.0285.0700,01.04.002.12.0285,0,"RUA ARARUNA",1156,-25.6787679,-53.7902704
4104501,01.04.002.12.0285.0600,01.04.002.12.0285,0,"RUA ARARUNA",1170,-25.6787679,-53.7902704
4104501,01.04.002.12.0285.0500,01.04.002.12.0285,0,"RUA ARARUNA",1180,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.1000,01.04.002.12.0286,0,"RUA ARARUNA",1127,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.1100,01.04.002.12.0286,0,"RUA ARARUNA",1139,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.1200,01.04.002.12.0286,0,"RUA ARARUNA",1155,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.1300,01.04.002.12.0286,0,"RUA ARARUNA",1167,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.1400,01.04.002.12.0286,0,"RUA ARARUNA",1183,-25.6787679,-53.7902704
4104501,01.04.002.12.0292.0900,01.04.002.12.0292,0,"RUA ARARUNA",1270,-25.6787679,-53.7902704
4104501,01.04.002.12.0292.0800,01.04.002.12.0292,0,"RUA ARARUNA",1280,-25.6787679,-53.7902704
4104501,01.04.002.12.0292.0700,01.04.002.12.0292,0,"RUA ARARUNA",1294,-25.6787679,-53.7902704
4104501,01.04.002.12.0292.0600,01.04.002.12.0292,0,"RUA ARARUNA",1310,-25.6787679,-53.7902704
4104501,01.04.002.12.0292.0500,01.04.002.12.0292,0,"RUA ARARUNA",1322,-25.6787679,-53.7902704
4104501,01.04.002.12.0293.1000,01.04.002.12.0293,0,"RUA ARARUNA",1267,-25.6787679,-53.7902704
4104501,01.04.002.12.0293.1100,01.04.002.12.0293,0,"RUA ARARUNA",1279,-25.6787679,-53.7902704
4104501,01.04.002.12.0293.1200,01.04.002.12.0293,0,"RUA ARARUNA",1299,-25.6787679,-53.7902704
4104501,01.04.002.12.0293.1300,01.04.002.12.0293,0,"RUA ARARUNA",1315,-25.6787679,-53.7902704
4104501,01.04.002.12.0293.1400,01.04.002.12.0293,0,"RUA ARARUNA",1321,-25.6787679,-53.7902704
4104501,01.04.002.12.0286.0900,01.04.002.12.0286,0,"RUA REINALDO LINDEN",1354,-25.6786246,-53.7908515
4104501,01.04.002.12.0286.0800,01.04.002.12.0286,0,"RUA REINALDO LINDEN",1366,-25.6786246,-53.7908515
4104501,01.04.002.12.0286.0700,01.04.002.12.0286,0,"RUA REINALDO LINDEN",1380,-25.6786246,-53.7908515
4104501,01.04.002.12.0286.0600,01.04.002.12.0286,0,"RUA REINALDO LINDEN",1396,-25.6786246,-53.7908515
4104501,01.04.002.12.0286.0500,01.04.002.12.0286,0,"RUA REINALDO LINDEN",1408,-25.6786246,-53.7908515
4104501,01.04.002.12.0293.0900,01.04.002.12.0293,0,"RUA REINALDO LINDEN",1494,-25.6786246,-53.7908515
4104501,01.04.002.12.0293.0800,01.04.002.12.0293,0,"RUA REINALDO LINDEN",1510,-25.6786246,-53.7908515
4104501,01.04.002.12.0293.0700,01.04.002.12.0293,0,"RUA REINALDO LINDEN",1518,-25.6786246,-53.7908515
4104501,01.04.002.12.0293.0600,01.04.002.12.0293,0,"RUA REINALDO LINDEN",1536,-25.6786246,-53.7908515
4104501,01.04.002.12.0293.0500,01.04.002.12.0293,0,"RUA REINALDO LINDEN",1548,-25.6786246,-53.7908515
4104501,01.04.002.12.0294.1000,01.04.002.12.0294,0,"RUA REINALDO LINDEN",1477,-25.6786246,-53.7908515
4104501,01.04.002.12.0294.0900,01.04.002.12.0294,0,"RUA REINALDO LINDEN",1485,-25.6786246,-53.7908515
4104501,01.04.002.12.0294.0800,01.04.002.12.0294,0,"RUA REINALDO LINDEN",1499,-25.6786246,-53.7908515
4104501,01.04.002.12.0294.0700,01.04.002.12.0294,0,"RUA REINALDO LINDEN",1511,-25.6786246,-53.7908515
4104501,01.04.002.12.0294.0600,01.04.002.12.0294,0,"RUA REINALDO LINDEN",1522,-25.6786246,-53.7908515
4104501,01.04.002.3.0113.010A,01.04.002.3.0113,0,"RUA REINALDO LINDEN",1110,-25.6786246,-53.7908515
4104501,01.04.002.3.0114.0300,01.04.002.3.0114,0,"RUA REINALDO LINDEN",1160,-25.6786246,-53.7908515
4104501,01.04.001.2.0108.1200,01.04.001.2.0108,0,"RUA LOURO BRANCO",2015,-25.670451,-53.791194
4104501,01.04.001.2.0110.0600,01.04.001.2.0110,0,"RUA GUAJUVIRA",2188,-25.6691394,-53.7913651
4104501,01.04.001.2.0110.0900,01.04.001.2.0110,0,"RUA GUAJUVIRA",2150,-25.6694308,-53.79143010000001
4104501,01.04.001.2.0111.0400,01.04.001.2.0111,0,"RUA GUAJUVIRA",2211,-25.6688868,-53.7914843
4104501,01.04.001.2.0110.0700,01.04.001.2.0110,0,"RUA GUAJUVIRA",2180,-25.6691199,-53.7915562
4104501,01.04.001.2.0110.0800,01.04.001.2.0110,0,"RUA GUAJUVIRA",2166,-25.6691658,-53.7915703
4104501,01.04.001.2.0110.1000,01.04.001.2.0110,0,"RUA GUAJUVIRA",2134,-25.6695278,-53.79168199999999
4104501,01.04.001.2.0111.0900,01.04.001.2.0111,0,"RUA GUAJUVIRA",2147,-25.6693777,-53.7917724
4104501,01.04.001.2.0111.0700,01.04.001.2.0111,0,"RUA GUAJUVIRA",220,-25.6699159,-53.7918017
4104501,01.04.001.2.0111.0300,01.04.001.2.0111,0,"RUA GUAJUVIRA",268,-25.6699159,-53.7918017
4104501,01.04.001.2.0111.0200,01.04.001.2.0111,0,"RUA GUAJUVIRA",280,-25.6699159,-53.7918017
4104501,01.04.001.2.0108.0600,01.04.001.2.0108,0,"RUA GUAJUVIRA",2056,-25.6702221,-53.7918961
4104501,01.04.001.2.0108.0700,01.04.001.2.0108,0,"RUA GUAJUVIRA",2044,-25.6702934,-53.7919181
4104501,01.04.001.2.095A.0700,01.04.001.2.095A,0,"RUA GUAJUVIRA",2041,-25.6703086,-53.79192279999999
4104501,01.04.001.2.0108.0800,01.04.001.2.0108,0,"RUA GUAJUVIRA",2030,-25.6703645,-53.79194
4104501,01.04.001.2.0108.0900,01.04.001.2.0108,0,"RUA GUAJUVIRA",2018,-25.6705433,-53.7919952
4104501,01.04.001.2.095A.0600,01.04.001.2.095A,0,"RUA GUAJUVIRA",2029,-25.670354,-53.792004
4104501,01.04.001.2.0108.1000,01.04.001.2.0108,0,"RUA GUAJUVIRA",2010,-25.6705789,-53.79200609999999
4104501,01.04.001.2.095A.0800,01.04.001.2.095A,0,"RUA GUAJUVIRA",2053,-25.6702076,-53.7920641
4104501,01.04.001.2.095A.0500,01.04.001.2.095A,0,"RUA GUAJUVIRA",2017,-25.6705215,-53.7921504
4104501,01.04.001.2.095A.0400,01.04.001.2.095A,0,"RUA GUAJUVIRA",2005,-25.6705554,-53.7921609
4104501,01.04.001.2.0095.0500,01.04.001.2.0095,0,"RUA CEREJEIRA",2074,-25.6698834,-53.7924905
4104501,01.04.001.2.0095.0400,01.04.001.2.0095,0,"RUA CEREJEIRA",2086,-25.6696836,-53.7924951
4104501,01.04.001.2.0094.0800,01.04.001.2.0094,0,"RUA CEREJEIRA",2077,-25.6697841,-53.79252409999999
4104501,01.04.001.2.0095.0300,01.04.001.2.0095,0,"RUA CEREJEIRA",2098,-25.6696257,-53.7926419
4104501,01.04.001.2.095A.0300,01.04.001.2.095A,0,"RUA CEREJEIRA",2014,-25.6703356,-53.7926553
4104501,01.04.001.2.0094.1000,01.04.001.2.0094,0,"RUA CEREJEIRA",2069,-25.669934,-53.792691
4104501,01.04.001.2.0095.0200,01.04.001.2.0095,0,"RUA CEREJEIRA",2050,-25.6700428,-53.79277099999999
4104501,01.04.001.2.0094.1400,01.04.001.2.0094,0,"RUA CEREJEIRA",2041,-25.6701294,-53.7927979
4104501,01.04.001.2.0102.0100,01.04.001.2.0102,0,"RUA CEREJEIRA",1070,-25.6702834,-53.7928455
4104501,01.04.001.2.0102.0700,01.04.001.2.0102,0,"RUA CEREJEIRA",1810,-25.6702834,-53.7928455
4104501,01.04.001.2.0102.1600,01.04.001.2.0102,0,"RUA CEREJEIRA",1814,-25.6702834,-53.7928455
4104501,01.04.001.2.0102.1400,01.04.001.2.0102,0,"RUA CEREJEIRA",1836,-25.6702834,-53.7928455
4104501,01.04.001.2.0094.1200,01.04.001.2.0094,0,"RUA CEREJEIRA",2053,-25.6699779,-53.7929052
4104501,01.04.001.2.0094.0400,01.04.001.2.0094,0,"RUA CEREJEIRA",2025,-25.6702351,-53.7930687
4104501,01.04.001.2.103A.0300,01.04.001.2.103A,0,"RUA CEREJEIRA",1875,-25.6714876,-53.7930822
4104501,01.04.001.2.0101.0600,01.04.001.2.0101,0,"RUA CEREJEIRA",1947,-25.6708977,-53.7931549
4104501,01.04.001.2.0102.1500,01.04.001.2.0102,0,"RUA CEREJEIRA",1828,-25.671999,-53.793295
4104501,01.04.001.2.0103.0600,01.04.001.2.0103,0,"RUA CEREJEIRA",1821,-25.6718559,-53.793309
4104501,01.04.001.2.0100.0200,01.04.001.2.0100,0,"RUA CEDRO",1063,-25.6707008,-53.7933099
4104501,01.04.001.2.0101.0400,01.04.001.2.0101,0,"RUA CEDRO",1950,-25.670815,-53.793529
4104501,01.04.001.2.0151.1500,01.04.001.2.0151,0,"Avenida das Flores",1006,-25.664855,-53.793579
4104501,01.04.001.2.103A.0100,01.04.001.2.103A,0,"RUA CEDRO",870,-25.671382,-53.793592
4104501,01.04.001.2.0093.0400,01.04.001.2.0093,0,"RUA PITANGUEIRA",2007,-25.6703916,-53.7936004
4104501,01.04.001.2.0093.1600,01.04.001.2.0093,0,"RUA PITANGUEIRA",2015,-25.6703916,-53.7936004
4104501,01.04.001.2.0093.1400,01.04.001.2.0093,0,"RUA PITANGUEIRA",2033,-25.6703916,-53.7936004
4104501,01.04.001.2.0093.1200,01.04.001.2.0093,0,"RUA PITANGUEIRA",2045,-25.6703916,-53.7936004
4104501,01.04.001.2.0093.1000,01.04.001.2.0093,0,"RUA PITANGUEIRA",2061,-25.6703916,-53.7936004
4104501,01.04.001.2.0094.030B,01.04.001.2.0094,0,"RUA PITANGUEIRA",2010,-25.6703916,-53.7936004
4104501,01.04.001.2.0094.0300,01.04.001.2.0094,0,"RUA PITANGUEIRA",2022,-25.6703916,-53.7936004
4104501,01.04.001.2.0094.1300,01.04.001.2.0094,0,"RUA PITANGUEIRA",2038,-25.6703916,-53.7936004
4104501,01.04.001.2.0094.1100,01.04.001.2.0094,0,"RUA PITANGUEIRA",2048,-25.6703916,-53.7936004
4104501,01.04.001.2.0094.0900,01.04.001.2.0094,0,"RUA PITANGUEIRA",2066,-25.6703916,-53.7936004
4104501,01.04.001.2.0150.1500,01.04.001.2.0150,0,"Avenida das Flores",1003,-25.6651964,-53.7936406
4104501,01.04.001.2.0103.0100,01.04.001.2.0103,0,"RUA CEDRO",1046,-25.671678,-53.793681
4104501,01.04.001.2.0151.1400,01.04.001.2.0151,0,"Avenida das Flores",1014,-25.664817,-53.793686
4104501,01.04.001.2.0150.1400,01.04.001.2.0150,0,"Avenida das Flores",1013,-25.665049,-53.793808
4104501,01.04.001.2.0151.1300,01.04.001.2.0151,0,"Avenida das Flores",1032,-25.6647081,-53.7938396
4104501,01.04.001.2.0100.1600,01.04.001.2.0100,0,"RUA CEDRO",1815,-25.6719459,-53.793847
4104501,01.04.001.2.0100.1400,01.04.001.2.0100,0,"RUA CEDRO",1837,-25.6716409,-53.7938751
4104501,01.04.001.2.0150.1300,01.04.001.2.0150,0,"Avenida das Flores",1031,-25.6651197,-53.7939926
4104501,01.04.001.2.0151.1200,01.04.001.2.0151,0,"Avenida das Flores",1046,-25.664765,-53.79400700000001
4104501,01.04.001.2.0150.1200,01.04.001.2.0150,0,"Avenida das Flores",1047,-25.6650963,-53.7940948
4104501,01.04.001.2.0150.1100,01.04.001.2.0150,0,"Avenida das Flores",1059,-25.664951,-53.794133
4104501,01.04.001.2.0151.1100,01.04.001.2.0151,0,"Avenida das Flores",1058,-25.6647956,-53.7942583
4104501,01.04.001.2.0152.0100,01.04.001.2.0152,0,"Avenida das Flores",,-25.6647807,-53.7945733
4104501,01.04.001.2.0105.1300,01.04.001.2.0105,0,"RUA CAMELIA"," 544",-25.6716585,-53.7969328
4104501,01.04.001.2.0105.1500,01.04.001.2.0105,0,"RUA CAMELIA"," 532",-25.6717843,-53.797001
4104501,01.04.001.2.0104.1200,01.04.001.2.0104,0,"RUA CAMELIA"," 557",-25.671503,-53.79703199999999
4104501,01.04.001.2.0105.0900,01.04.001.2.0105,0,"RUA CAMELIA"," 566",-25.671431,-53.7970877
4104501,01.04.001.2.0104.0200,01.04.001.2.0104,0,"RUA CAMELIA"," 621",-25.6709911,-53.7970905
4104501,01.04.001.2.0105.1100,01.04.001.2.0105,0,"RUA CAMELIA"," 558",-25.6714778,-53.797103
4104501,01.04.001.2.0104.1000,01.04.001.2.0104,0,"RUA CAMELIA"," 571",-25.6713208,-53.7971435
4104501,01.04.001.2.0104.0600,01.04.001.2.0104,0,"RUA CAMELIA"," 599",-25.6710863,-53.79714930000001
4104501,01.04.001.2.0105.0300,01.04.001.2.0105,0,"RUA CAMELIA"," 504",-25.6718604,-53.7972074
4104501,01.04.001.2.0104.1400,01.04.001.2.0104,0,"RUA CAMELIA"," 543",-25.6715334,-53.7972645
4104501,01.04.001.1.0113.1200,01.04.001.1.0113,0,"RUA DAS PEROBAS",521,-25.6544757,-53.7998414
4104501,01.04.001.1.0113.1100,01.04.001.1.0113,0,"RUA DAS PEROBAS",533,-25.6544757,-53.7998414
4104501,01.04.001.1.0113.1000,01.04.001.1.0113,0,"RUA DAS PEROBAS",547,-25.6544757,-53.7998414
4104501,01.04.001.1.0113.0900,01.04.001.1.0113,0,"RUA DAS PEROBAS",559,-25.6544757,-53.7998414
4104501,01.04.001.1.0114.0400,01.04.001.1.0114,0,"RUA DAS PEROBAS",548,-25.6544757,-53.7998414
4104501,01.04.001.1.0114.0500,01.04.001.1.0114,0,"RUA DAS PEROBAS",560,-25.6544757,-53.7998414
4104501,01.04.001.1.0114.0600,01.04.001.1.0114,0,"RUA DAS PEROBAS",576,-25.6544757,-53.7998414
4104501,01.04.001.1.0114.0200,01.04.001.1.0114,0,"RUA DAS PEROBAS",622,-25.6544757,-53.7998414
4104501,01.04.001.1.0114.0300,01.04.001.1.0114,0,"RUA DAS PEROBAS",634,-25.6544757,-53.7998414
4104501,01.04.001.1.0115.0500,01.04.001.1.0115,0,"RUA DAS PEROBAS",,-25.6544757,-53.7998414
4104501,01.04.001.1.0115.0200,01.04.001.1.0115,0,"RUA DAS PEROBAS",622,-25.6544757,-53.7998414
4104501,01.04.001.1.0115.0300,01.04.001.1.0115,0,"RUA DAS PEROBAS",638,-25.6544757,-53.7998414
4104501,01.04.001.1.0115.0400,01.04.001.1.0115,0,"RUA DAS PEROBAS",646,-25.6544757,-53.7998414
4104501,01.04.001.1.0115.0600,01.04.001.1.0115,0,"RUA DAS PEROBAS",674,-25.6544757,-53.7998414
4104501,01.04.001.1.0116.1500,01.04.001.1.0116,0,"RUA DAS PEROBAS",611,-25.6544757,-53.7998414
4104501,01.04.001.1.0116.1400,01.04.001.1.0116,0,"RUA DAS PEROBAS",613,-25.6544757,-53.7998414
4104501,01.04.001.1.0116.1300,01.04.001.1.0116,0,"RUA DAS PEROBAS",625,-25.6544757,-53.7998414
4104501,01.04.001.1.0116.1200,01.04.001.1.0116,0,"RUA DAS PEROBAS",647,-25.6544757,-53.7998414
4104501,01.04.001.1.0116.1100,01.04.001.1.0116,0,"RUA DAS PEROBAS",659,-25.6544757,-53.7998414
4104501,01.04.001.1.0119.0200,01.04.001.1.0119,0,"RUA DAS PEROBAS",763,-25.6544757,-53.7998414
4104501,01.04.001.1.0120.0100,01.04.001.1.0120,0,"RUA DAS PEROBAS",730,-25.6544757,-53.7998414
4104501,01.04.001.1.0120.0200,01.04.001.1.0120,0,"RUA DAS PEROBAS",738,-25.6544757,-53.7998414
4104501,01.04.001.1.0120.0300,01.04.001.1.0120,0,"RUA DAS PEROBAS",754,-25.6544757,-53.7998414
4104501,01.04.001.1.0120.0400,01.04.001.1.0120,0,"RUA DAS PEROBAS",766,-25.6544757,-53.7998414
4104501,01.04.001.1.0120.0500,01.04.001.1.0120,0,"RUA DAS PEROBAS",780,-25.6544757,-53.7998414
4104501,01.04.001.2.CHAC.9400,01.04.001.2.CHAC,0,"RUA DAS PEROBAS",,-25.6544757,-53.7998414
4104501,01.04.001.1.0112.0100,01.04.001.1.0112,0,"RUA DORVAL BENATTI",505,-25.6543465,-53.8003406
4104501,01.04.001.1.0112.0200,01.04.001.1.0112,0,"RUA DORVAL BENATTI",517,-25.6543465,-53.8003406
4104501,01.04.001.1.0112.0300,01.04.001.1.0112,0,"RUA DORVAL BENATTI",523,-25.6543465,-53.8003406
4104501,01.04.001.1.0112.0400,01.04.001.1.0112,0,"RUA DORVAL BENATTI",541,-25.6543465,-53.8003406
4104501,01.04.001.1.0112.0500,01.04.001.1.0112,0,"RUA DORVAL BENATTI",555,-25.6543465,-53.8003406
4104501,01.04.001.1.0113.0100,01.04.001.1.0113,0,"RUA DORVAL BENATTI",512,-25.6543465,-53.8003406
4104501,01.04.001.1.0113.0200,01.04.001.1.0113,0,"RUA DORVAL BENATTI",522,-25.6543465,-53.8003406
4104501,01.04.001.1.0113.0300,01.04.001.1.0113,0,"RUA DORVAL BENATTI",536,-25.6543465,-53.8003406
4104501,01.04.001.1.0113.0400,01.04.001.1.0113,0,"RUA DORVAL BENATTI",550,-25.6543465,-53.8003406
4104501,01.04.001.1.0113.0500,01.04.001.1.0113,0,"RUA DORVAL BENATTI",562,-25.6543465,-53.8003406
4104501,01.04.001.1.0116.0200,01.04.001.1.0116,0,"RUA DORVAL BENATTI",620,-25.6543465,-53.8003406
4104501,01.04.001.1.0116.0300,01.04.001.1.0116,0,"RUA DORVAL BENATTI",634,-25.6543465,-53.8003406
4104501,01.04.001.1.0116.0400,01.04.001.1.0116,0,"RUA DORVAL BENATTI",644,-25.6543465,-53.8003406
4104501,01.04.001.1.0116.0500,01.04.001.1.0116,0,"RUA DORVAL BENATTI",658,-25.6543465,-53.8003406
4104501,01.04.001.1.0116.0600,01.04.001.1.0116,0,"RUA DORVAL BENATTI",676,-25.6543465,-53.8003406
4104501,01.04.001.1.0117.0100,01.04.001.1.0117,0,"RUA DORVAL BENATTI",605,-25.6543465,-53.8003406
4104501,01.04.001.1.0117.0200,01.04.001.1.0117,0,"RUA DORVAL BENATTI",617,-25.6543465,-53.8003406
4104501,01.04.001.1.0117.0300,01.04.001.1.0117,0,"RUA DORVAL BENATTI",629,-25.6543465,-53.8003406
4104501,01.04.001.1.0117.0400,01.04.001.1.0117,0,"RUA DORVAL BENATTI",641,-25.6543465,-53.8003406
4104501,01.04.001.1.0117.0500,01.04.001.1.0117,0,"RUA DORVAL BENATTI",655,-25.6543465,-53.8003406
4104501,01.04.001.1.0118.0100,01.04.001.1.0118,0,"RUA DORVAL BENATTI",725,-25.6543465,-53.8003406
4104501,01.04.001.1.0118.0200,01.04.001.1.0118,0,"RUA DORVAL BENATTI",741,-25.6543465,-53.8003406
4104501,01.04.001.1.0118.0300,01.04.001.1.0118,0,"RUA DORVAL BENATTI",757,-25.6543465,-53.8003406
4104501,01.04.001.1.0118.0400,01.04.001.1.0118,0,"RUA DORVAL BENATTI",769',-25.6543465,-53.8003406
